evidence_id,phase,surface,source,caller,gate,identity_scope,sink,observed_effect,confidence,evidence_file,evidence_sha256,status,scope
6XG-005,6XG-GPL,uinput native/SELinux caller join negative,Existing exact-build native inventory and extracted vendor policy were scanned for a path-specific /dev/uinput caller and uinput node type/allow; no tuple found,No exact shipped ELF open/write/ioctl caller; no uinput-specific file-context/allow tuple identified in bounded artifacts,Inventory/policy absence is a negative join only; it does not prove node absence or denial,"No package, UID, or SELinux domain established",No confirmed input-injection or package/HOME effect from shipped native code,Precise negative for caller/policy closure; source capability remains 6XG-001,medium,artifacts/phase5/phase5cs-native-analysis-20260804-01/native-inventory.csv,9d1313d25cb45492d5656d03f05b7e60f5d037ccef15c20d9edec5e0fdbf17f9,PRECISE_NEGATIVE,new Phase 6X host-only evidence
6Y-001,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.tv.developer.sdk.personalization.USE_SDK,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x0 (normal),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; low protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,new Phase 6Y permission residual
6Y-002,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.tv.developer.sdk.content.USE_SDK,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x0 (normal),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; low protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,new Phase 6Y permission residual
6Y-003,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.mw.permission.PLUGIN,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x1 (dangerous),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; dangerous protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,new Phase 6Y permission residual
6Y-004,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.mw.permission.PLUGIN_CONSUMER,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=UNKNOWN (no protectionLevel attribute in bounded declaration),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; protection level cannot be safely decoded from this record,medium declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_DEFINITION_NO_SINK,new Phase 6Y permission residual
6Z-001,6Z-COMPONENT,OOBE-OTA-receiver,com.amazon.kindle.otter.oobe.BootAfterSystemOTAReceiver,SystemServer AmazonPackageManagerService.onBootPhase-550 plus PMS.isUpgrade,protected RECEIVE_BOOT_AFTER_SYSTEM_OTA plus receiver action-OOBE-retail-demo guards; action=com.amazon.intent.action.BOOT_AFTER_SYSTEM_OTA,system-server Context user-derived; numeric user UNKNOWN,PackageHelper.enableComponent to OobeHomeActivity plus OOBEActivationHelper,Enables OOBE activity and enters guarded OOBE activation; no proven Fire Launcher HOME setter,high,artifacts/phase6j/ota-oobe-ps7331-jadx-20260805-01/sources/com/amazon/kindle/otter/oobe/BootAfterSystemOTAReceiver.java:27-61,c29b32bf6874b245859357d926773193c15771a6eb254f97edac57541ae5cb90,STATIC_CONFIRMED_NUMERIC_USER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-002,6Z-COMPONENT,OOBE-settings,com.amazon.kindle.otter.oobe.commons.OOBEActivationHelper,BootAfterSystemOTAReceiver guarded lifecycle sender,protected OTA lifecycle plus incremental-OOBE branch; no ordinary caller path; action=guarded BootAfterSystemOTA branch,ContentResolver user inherited from receiver Context; numeric user UNKNOWN,SettingsDBUtils to Settings.Secure-Global user_setup_complete=0 and isOOBEActive=1,Mutates setup-OOBE state only when lifecycle guard passes; no HOME or preferred-package sink,high,artifacts/phase6j/ota-oobe-ps7331-jadx-20260805-01/sources/com/amazon/kindle/otter/oobe/commons/OOBEActivationHelper.java:29-34;53-56,6ebcb7eef7a03459a76b9c21cd59b61a30947f2b00a5624a4646825b8e3223d2,STATIC_SINK_CONFIRMED_EXACT_USER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-003,6Z-COMPONENT,exported-receiver,com.amazon.dcpms.fos.service.lifecycle.pca.profileswitch.PCAActiveProfileReceiver,upstream producer UNKNOWN; exported entry has no component permission in saved manifest,manifest action gate plus PROGRAM_ID and PACKAGE_NAME extras; action=com.amazon.device.ACTION_ACTIVE_PROFILE_UPDATED,receiver application user scope and cross-user acceptance UNKNOWN,CDE profile type and OS user type and active-app list persistence to DeviceExperienceModeEvaluator.evaluate,Updates DCPMS policy state; no SettingsProvider PMS HOME package-state or OTA sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:115-122,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_EXPORTED_POLICY_SINK_CALLER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-004,6Z-COMPONENT,exported-protected-action-receiver,com.amazon.dcpms.fos.service.lifecycle.device.userswitch.DeviceUserSwitchReceiver,system/framework USER_SWITCHED producer,protected USER_SWITCHED gate; ordinary sender not established; action=android.intent.action.USER_SWITCHED,receiver user and profile scope UNKNOWN,CDE PCA-profile and OS-user persistence plus child active-app-list clear to evaluator,Updates policy and profile state; no HOME PMS package-state or OTA sink,high,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:105-113,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PROTECTED_ACTION_POLICY_SINK_CALLER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-005,6Z-COMPONENT,exported-permissioned-receiver,com.amazon.dcpms.fos.service.lifecycle.device.userswitch.AccountPropertyChangeReceiver,producer UNKNOWN,caller must satisfy AmazonAccountPropertyService.property.changed; permission protection and holder UNKNOWN; action=com.amazon.dcp.sso.action.AmazonAccountPropertyService.property.changed,receiver user scope UNKNOWN,CDE profile type and OS-user persistence to evaluator,Policy persistence and evaluation only; no HOME PMS package-state or OTA sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:94-103,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PERMISSION_HOLDER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-006,6Z-COMPONENT,exported-permissioned-receiver,com.amazon.dcpms.fos.service.lifecycle.device.sync.GlobalContentSyncEventReceiver,producer UNKNOWN,GLOBAL_SYNC required; holder-protection and caller route UNKNOWN; action=com.amazon.intent.SYNC,receiver exact user scope UNKNOWN,JobIntentService to GlobalContentSyncEventService to ArcusSyncService.syncCDEPolicy,Triggers CDE policy sync; no OTA recovery HOME or PMS package-state sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:145-153,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PERMISSION_HOLDER_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-007,6Z-COMPONENT,ProductPolicy-system-server-init,ProductPolicyService via productpolicyservice_fosinit.xml,init and system-server loader,registered in-process fosinit; no exported app component or external caller evidence; action=init service registration,system-server service identity; Binder publication and caller gate UNKNOWN,ProductPolicy service registration only; no verified HOME package Settings or OTA sink in bounded corpus,No exported component observed; service existence is not caller reachability,medium,artifacts/phase6bg-product-policy-readonly-20260805-01/productpolicyservice_fosinit.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,STATIC_REGISTRATION_ONLY_CALLER_AND_SINK_UNKNOWN,new Phase 6Z exported/OOBE residual
6Z-008,6Z-COMPONENT,Settings-HOME-resource-and-PMS-state,default_home plus config_show_default_home=true plus per-user preferred-activities,Settings UI or shell read path; no new writer established,DefaultHomePreferenceController resource gate; normal dashboard omits default_home; set-home-activity is existing writer boundary; action=android.intent.action.MAIN plus CATEGORY_HOME,per-user PMS Settings state; exact shell authorization is existing PMS gate; no new caller route,com.android.server.pm.Settings preferred-activities and persistent-preferred-activities plus effective HOME resolver,Existing HOME resolver and preferred-state divergence only; no new shell-writable Settings or DeviceConfig key,high,work/luna_worker_settings_home_resource_followup_20260810.md,UNKNOWN_REPORT_FILE_HASH,CONFIRMED_EXISTING_BOUNDARY_DEDUPED,new Phase 6Z exported/OOBE residual
6X-LIVE-001,6X-LIVE,device identity,adb read-only snapshot,adb shell getprop,none; observation only,serial G001LT0511550CFT; User 0 current,build fingerprint,PS7331.4463N/0031575863040; incremental 0031575863172; security patch 2024-08-01,Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/getprop.stdout.txt,9d6158ab236efb6b72489e2109f2220506048f0dc1c77a0230fde41f655e0ea5,OBSERVED_READ_ONLY,exact serial current snapshot
6X-LIVE-002,6X-LIVE,HOME User 0,cmd package resolve-activity,shell read-only query,resolver observation,User 0,formal HOME resolver,com.amazon.firelauncher/.Launcher; priority 50,Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/home_user0.stdout.txt,MISSING,OBSERVED_READ_ONLY,exact serial current snapshot
6X-LIVE-003,6X-LIVE,HOME candidates User 0,cmd package query-activities,shell read-only query,resolver observation,User 0,candidate set,"Fire 50, Microsoft 0, FallbackHome -1000",Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/home_candidates_user0.stdout.txt,MISSING,OBSERVED_READ_ONLY,exact serial current snapshot
6X-LIVE-004,6X-LIVE,HOME candidates User 10,cmd package resolve/query-activities,shell read-only query,resolver observation,User 10 test profile,candidate set,FallbackHome only; Fire is user-scoped disabled in saved package dump,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/home_user10.stdout.txt,90b0bcbb1461327869dd23bfe630d2c2d01971438248f0f8842bca931b5373af,OBSERVED_READ_ONLY,exact serial current snapshot; profile scope only
6X-LIVE-005,6X-LIVE,Fire Launcher per-user state,dumpsys package com.amazon.firelauncher,shell read-only dump,package-state observation,User 0 enabled=0; User 10 enabled=2,package state,User 0 installed/visible/enabled; User 10 disabled; no cross-user User 0 effect observed,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/firelauncher_package.stdout.txt,86b91e5270d8f737609fd64481d9d7414fdcb164a169a936d038dc58450336ef,OBSERVED_READ_ONLY,exact serial current snapshot; user scope is material
6X-LIVE-006,6X-LIVE,preferred HOME record,dumpsys package preferred-xml,shell read-only dump,preferred state observation,User 0 record,ordinary preferred activity,preferred record names com.amazon.firelauncher/.Launcher with MAIN/HOME/DEFAULT filter,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/preferred_activities.stdout.txt,7750d564a29046d0eb9e6d5d0565389d38cd5f6b9b4d8010fdf54f5dd667a8c6,OBSERVED_READ_ONLY,exact serial current snapshot
